100.00	-56.89
106.00	-60.72
112.00	-66.92
118.00	-57.35
125.00	-54.28
132.00	-56.27
140.00	-65.03
150.00	-66.06
160.00	-61.21
170.00	-60.02
180.00	-48.82
190.00	-60.89
200.00	-55.39
212.00	-54.18
224.00	-54.71
236.00	-67.74
250.00	-63.25
265.00	-58.16
280.00	-53.01
300.00	-51.93
315.00	-61.55
335.00	-62.87
355.00	-68.32
375.00	-57.45
400.00	-43.40
425.00	-39.42
450.00	-38.61
475.00	-35.26
500.00	-35.62
530.00	-34.26
560.00	-34.48
600.00	-32.54
630.00	-32.35
670.00	-31.42
710.00	-32.15
750.00	-32.16
800.00	-31.62
850.00	-30.05
900.00	-28.04
950.00	-25.84
1000.00	-24.50
1060.00	-23.50
1120.00	-23.42
1180.00	-23.93
1250.00	-24.43
1320.00	-24.15
1400.00	-24.44
1500.00	-24.63
1600.00	-24.60
1700.00	-25.06
1800.00	-25.56
1900.00	-26.54
2000.00	-27.90
2120.00	-31.81
2240.00	-35.63
2360.00	-23.02
2500.00	-19.87
2650.00	-18.66
2800.00	-17.87
3000.00	-15.85
3150.00	-14.61
3350.00	-12.47
3550.00	-10.15
3750.00	-11.32
4000.00	-16.70
4250.00	-20.55
4500.00	-23.26
4750.00	-23.18
5000.00	-21.89
5300.00	-22.99
5600.00	-24.39
6000.00	-17.28
6300.00	-24.22
6700.00	-35.51
7100.00	-38.60
7500.00	-93.77
8000.00	-92.42
8500.00	-82.98
9000.00	-88.56
9500.00	-84.69
10000.00	-98.38
