100.00	-59.00
106.00	-73.04
112.00	-57.53
118.00	-55.58
125.00	-57.75
132.00	-55.29
140.00	-52.79
150.00	-56.38
160.00	-66.05
170.00	-66.08
180.00	-56.07
190.00	-60.61
200.00	-56.40
212.00	-55.35
224.00	-54.45
236.00	-55.45
250.00	-50.46
265.00	-55.58
280.00	-59.79
300.00	-54.17
315.00	-52.11
335.00	-50.37
355.00	-48.44
375.00	-42.81
400.00	-40.22
425.00	-41.07
450.00	-34.97
475.00	-32.45
500.00	-32.43
530.00	-33.77
560.00	-33.48
600.00	-35.30
630.00	-34.76
670.00	-36.34
710.00	-36.78
750.00	-37.97
800.00	-35.23
850.00	-34.24
900.00	-34.28
950.00	-34.55
1000.00	-33.07
1060.00	-31.91
1120.00	-32.21
1180.00	-32.68
1250.00	-34.28
1320.00	-35.58
1400.00	-35.77
1500.00	-36.26
1600.00	-35.29
1700.00	-33.24
1800.00	-31.38
1900.00	-30.10
2000.00	-26.94
2120.00	-23.34
2240.00	-19.78
2360.00	-18.68
2500.00	-20.47
2650.00	-21.95
2800.00	-22.34
3000.00	-22.15
3150.00	-21.26
3350.00	-19.64
3550.00	-15.72
3750.00	-14.18
4000.00	-18.76
4250.00	-19.98
4500.00	-17.75
4750.00	-14.66
5000.00	-18.14
5300.00	-21.14
5600.00	-20.13
6000.00	-13.18
6300.00	-19.12
6700.00	-26.97
7100.00	-31.63
7500.00	-75.83
8000.00	-95.65
8500.00	-88.73
9000.00	-88.70
9500.00	-82.23
10000.00	-86.77
