100.00	29.62
106.00	29.99
112.00	30.36
118.00	30.79
125.00	31.31
132.00	31.70
140.00	32.12
150.00	32.61
160.00	32.97
170.00	33.22
180.00	33.60
190.00	33.90
200.00	34.28
212.00	34.56
224.00	34.85
236.00	35.08
250.00	35.57
265.00	35.74
280.00	36.32
300.00	36.63
315.00	37.15
335.00	37.17
355.00	37.55
375.00	38.17
400.00	38.40
425.00	38.64
450.00	38.90
475.00	39.24
500.00	39.48
530.00	39.66
560.00	39.67
600.00	39.95
630.00	40.12
670.00	40.56
710.00	41.17
750.00	41.54
800.00	42.54
850.00	43.97
900.00	45.58
950.00	47.04
1000.00	48.01
1060.00	48.56
1120.00	47.99
1180.00	47.42
1250.00	47.11
1320.00	47.00
1400.00	46.51
1500.00	45.82
1600.00	45.61
1700.00	45.46
1800.00	45.96
1900.00	47.53
2000.00	49.26
2120.00	52.43
2240.00	55.63
2360.00	55.67
2500.00	52.68
2650.00	50.25
2800.00	48.55
3000.00	47.26
3150.00	46.93
3350.00	47.48
3550.00	49.62
3750.00	49.82
4000.00	44.91
4250.00	43.12
4500.00	44.44
4750.00	47.08
5000.00	42.33
5300.00	37.92
5600.00	38.25
6000.00	44.05
6300.00	37.44
6700.00	30.26
7100.00	22.64
7500.00	-29.12
8000.00	-43.45
8500.00	-38.09
9000.00	-39.74
9500.00	-31.96
10000.00	-51.42
