100.00	-65.12
106.00	-53.02
112.00	-54.86
118.00	-60.32
125.00	-53.86
132.00	-58.01
140.00	-64.97
150.00	-58.11
160.00	-72.75
170.00	-52.10
180.00	-54.58
190.00	-65.73
200.00	-61.69
212.00	-56.31
224.00	-57.47
236.00	-59.61
250.00	-63.87
265.00	-56.30
280.00	-55.09
300.00	-54.08
315.00	-44.04
335.00	-47.07
355.00	-40.49
375.00	-43.26
400.00	-37.69
425.00	-33.25
450.00	-31.25
475.00	-31.08
500.00	-31.22
530.00	-32.26
560.00	-33.88
600.00	-35.39
630.00	-35.58
670.00	-35.67
710.00	-34.88
750.00	-34.58
800.00	-33.72
850.00	-32.69
900.00	-32.30
950.00	-30.63
1000.00	-29.01
1060.00	-29.56
1120.00	-29.49
1180.00	-30.46
1250.00	-31.68
1320.00	-31.71
1400.00	-32.44
1500.00	-31.94
1600.00	-32.06
1700.00	-32.06
1800.00	-30.92
1900.00	-29.41
2000.00	-26.48
2120.00	-22.56
2240.00	-18.57
2360.00	-16.96
2500.00	-18.47
2650.00	-20.59
2800.00	-21.36
3000.00	-20.88
3150.00	-20.44
3350.00	-18.52
3550.00	-14.91
3750.00	-14.37
4000.00	-19.07
4250.00	-20.08
4500.00	-17.77
4750.00	-14.72
5000.00	-18.81
5300.00	-21.71
5600.00	-20.12
6000.00	-14.40
6300.00	-21.99
6700.00	-28.94
7100.00	-30.69
7500.00	-72.79
8000.00	-94.10
8500.00	-88.43
9000.00	-93.60
9500.00	-96.89
10000.00	-101.64
