100.00	-71.46
106.00	-52.91
112.00	-57.55
118.00	-60.12
125.00	-53.56
132.00	-71.94
140.00	-54.53
150.00	-64.73
160.00	-51.72
170.00	-56.88
180.00	-60.03
190.00	-56.69
200.00	-70.43
212.00	-56.87
224.00	-50.07
236.00	-55.31
250.00	-56.19
265.00	-56.87
280.00	-49.02
300.00	-50.89
315.00	-48.60
335.00	-53.55
355.00	-60.68
375.00	-44.59
400.00	-47.15
425.00	-40.60
450.00	-33.76
475.00	-33.75
500.00	-31.17
530.00	-31.26
560.00	-31.89
600.00	-33.48
630.00	-33.83
670.00	-34.72
710.00	-34.98
750.00	-34.75
800.00	-34.57
850.00	-35.55
900.00	-37.12
950.00	-35.73
1000.00	-33.67
1060.00	-32.86
1120.00	-33.47
1180.00	-34.17
1250.00	-36.59
1320.00	-35.71
1400.00	-34.32
1500.00	-34.54
1600.00	-32.87
1700.00	-31.60
1800.00	-31.64
1900.00	-30.48
2000.00	-27.52
2120.00	-23.62
2240.00	-19.56
2360.00	-17.74
2500.00	-18.80
2650.00	-21.12
2800.00	-22.39
3000.00	-22.26
3150.00	-20.96
3350.00	-18.35
3550.00	-14.47
3750.00	-13.16
4000.00	-16.97
4250.00	-18.57
4500.00	-16.78
4750.00	-14.23
5000.00	-18.01
5300.00	-20.66
5600.00	-19.90
6000.00	-13.43
6300.00	-19.44
6700.00	-26.49
7100.00	-31.25
7500.00	-74.23
8000.00	-92.21
8500.00	-90.50
9000.00	-89.48
9500.00	-104.93
10000.00	-89.70
