100.00	-56.82
106.00	-67.58
112.00	-61.32
118.00	-62.59
125.00	-61.37
132.00	-60.34
140.00	-57.69
150.00	-69.45
160.00	-66.69
170.00	-57.94
180.00	-62.57
190.00	-60.33
200.00	-54.97
212.00	-58.13
224.00	-57.62
236.00	-61.73
250.00	-58.06
265.00	-48.68
280.00	-53.61
300.00	-53.39
315.00	-65.35
335.00	-55.08
355.00	-75.84
375.00	-61.03
400.00	-47.30
425.00	-45.19
450.00	-36.42
475.00	-34.05
500.00	-32.40
530.00	-32.19
560.00	-33.48
600.00	-33.03
630.00	-31.92
670.00	-32.14
710.00	-32.01
750.00	-31.39
800.00	-29.87
850.00	-27.91
900.00	-26.33
950.00	-24.72
1000.00	-23.49
1060.00	-22.79
1120.00	-22.87
1180.00	-23.30
1250.00	-23.82
1320.00	-24.46
1400.00	-24.51
1500.00	-25.03
1600.00	-25.19
1700.00	-25.87
1800.00	-26.56
1900.00	-28.22
2000.00	-30.69
2120.00	-36.17
2240.00	-31.63
2360.00	-22.28
2500.00	-19.52
2650.00	-18.92
2800.00	-18.44
3000.00	-17.26
3150.00	-15.98
3350.00	-13.87
3550.00	-11.38
3750.00	-11.29
4000.00	-16.68
4250.00	-21.28
4500.00	-24.91
4750.00	-25.03
5000.00	-20.67
5300.00	-21.68
5600.00	-22.90
6000.00	-19.83
6300.00	-31.71
6700.00	-41.33
7100.00	-42.53
7500.00	-103.95
8000.00	-94.89
8500.00	-90.43
9000.00	-84.03
9500.00	-85.59
10000.00	-89.94
