100.00	-59.94
106.00	-62.42
112.00	-68.71
118.00	-58.29
125.00	-56.50
132.00	-57.48
140.00	-58.68
150.00	-57.22
160.00	-59.04
170.00	-58.96
180.00	-56.77
190.00	-61.76
200.00	-53.75
212.00	-57.33
224.00	-53.99
236.00	-66.36
250.00	-55.42
265.00	-56.01
280.00	-59.86
300.00	-63.37
315.00	-49.47
335.00	-45.39
355.00	-50.21
375.00	-41.23
400.00	-40.89
425.00	-45.84
450.00	-40.64
475.00	-38.91
500.00	-35.35
530.00	-35.67
560.00	-36.05
600.00	-37.10
630.00	-37.80
670.00	-36.95
710.00	-37.05
750.00	-34.75
800.00	-31.26
850.00	-29.10
900.00	-27.15
950.00	-25.37
1000.00	-23.47
1060.00	-22.30
1120.00	-23.05
1180.00	-23.87
1250.00	-24.89
1320.00	-25.59
1400.00	-26.23
1500.00	-26.68
1600.00	-28.00
1700.00	-29.12
1800.00	-30.04
1900.00	-31.80
2000.00	-33.35
2120.00	-35.24
2240.00	-25.82
2360.00	-20.28
2500.00	-18.64
2650.00	-18.18
2800.00	-18.14
3000.00	-17.21
3150.00	-16.84
3350.00	-14.03
3550.00	-9.97
3750.00	-9.67
4000.00	-16.15
4250.00	-24.60
4500.00	-21.26
4750.00	-28.47
5000.00	-26.73
5300.00	-24.15
5600.00	-21.59
6000.00	-14.37
6300.00	-20.26
6700.00	-32.12
7100.00	-42.39
7500.00	-86.79
8000.00	-85.74
8500.00	-94.71
9000.00	-83.15
9500.00	-88.81
10000.00	-87.77
