100.00	27.93
106.00	28.39
112.00	28.98
118.00	29.37
125.00	30.05
132.00	30.61
140.00	30.89
150.00	31.41
160.00	32.18
170.00	32.68
180.00	33.01
190.00	33.43
200.00	33.75
212.00	34.08
224.00	34.34
236.00	34.59
250.00	35.03
265.00	35.46
280.00	35.80
300.00	36.25
315.00	36.78
335.00	37.24
355.00	37.50
375.00	37.79
400.00	38.10
425.00	38.36
450.00	38.78
475.00	38.94
500.00	39.25
530.00	39.39
560.00	39.45
600.00	39.70
630.00	39.92
670.00	40.42
710.00	40.88
750.00	41.22
800.00	42.23
850.00	43.82
900.00	45.30
950.00	46.72
1000.00	47.63
1060.00	48.11
1120.00	47.65
1180.00	47.20
1250.00	46.62
1320.00	46.65
1400.00	46.15
1500.00	45.34
1600.00	45.02
1700.00	44.84
1800.00	45.34
1900.00	46.79
2000.00	48.47
2120.00	51.51
2240.00	54.52
2360.00	54.68
2500.00	51.80
2650.00	49.27
2800.00	47.53
3000.00	46.36
3150.00	46.06
3350.00	46.77
3550.00	48.94
3750.00	49.42
4000.00	44.73
4250.00	43.08
4500.00	44.59
4750.00	47.14
5000.00	42.47
5300.00	38.14
5600.00	38.21
6000.00	44.35
6300.00	38.02
6700.00	30.80
7100.00	23.06
7500.00	-36.61
8000.00	-33.33
8500.00	-41.49
9000.00	-31.91
9500.00	-47.14
10000.00	-41.76
