100.00	-16.84
106.00	-15.14
112.00	-14.13
118.00	-14.37
125.00	-13.79
132.00	-13.54
140.00	-13.27
150.00	-12.42
160.00	-12.04
170.00	-11.47
180.00	-11.11
190.00	-10.78
200.00	-9.90
212.00	-9.39
224.00	-9.06
236.00	-8.30
250.00	-8.31
265.00	-7.69
280.00	-7.33
300.00	-6.91
315.00	-6.45
335.00	-6.34
355.00	-5.88
375.00	-5.16
400.00	-5.57
425.00	-5.19
450.00	-4.77
475.00	-4.59
500.00	-4.50
530.00	-4.77
560.00	-4.18
600.00	-4.59
630.00	-4.53
670.00	-4.03
710.00	-4.33
750.00	-3.89
800.00	-3.22
850.00	-1.87
900.00	-0.09
950.00	0.64
1000.00	2.20
1060.00	1.75
1120.00	0.37
1180.00	-0.25
1250.00	-0.57
1320.00	-0.82
1400.00	-0.76
1500.00	-0.26
1600.00	-0.41
1700.00	0.19
1800.00	1.21
1900.00	2.73
2000.00	5.70
2120.00	9.49
2240.00	13.20
2360.00	13.38
2500.00	11.42
2650.00	9.48
2800.00	8.51
3000.00	7.97
3150.00	8.43
3350.00	10.06
3550.00	12.92
3750.00	14.01
4000.00	10.35
4250.00	9.48
4500.00	11.58
4750.00	14.41
5000.00	10.12
5300.00	6.69
5600.00	6.95
6000.00	11.81
6300.00	3.54
6700.00	-3.80
7100.00	-11.03
7500.00	-37.35
8000.00	-41.71
8500.00	-35.49
9000.00	-40.61
9500.00	-46.67
10000.00	-56.22
